Marka;Seri;Model;Yil;Yakit;Vites;Motor Hacmi;Motor Gücü;Km;Ilan Tarihi;Fiyat
 Mercedes - Benz   ; S   ; 320 320 CDI L   ; 2010   ; Dizel   ; Otomatik   ; 2501 - 3000 cm3   ; 226 - 250 HP   ;310000; 09 Kasım 2020   ;510900
 Mercedes - Benz   ; C   ; C 200 BlueTEC AMG   ; 2016   ; Dizel   ; Otomatik   ; 1598 cc   ; 136 hp   ;105000; 09 Kasım 2020   ;458000
 Mercedes - Benz   ; B   ; B 180 BlueEFFICIENCY Sport   ; 2013   ; Benzin   ; Otomatik   ; 1401 - 1600 cm3   ; 101 - 125 HP   ;145000; 09 Kasım 2020   ;235000
 Mercedes - Benz   ; S   ; 320 320 CDI   ; 2010   ; Dizel   ; Otomatik   ; 2501 - 3000 cm3   ; 226 - 250 HP   ;304000; 09 Kasım 2020   ;425000
 Mercedes - Benz   ; C   ; C 180 Kompressor BlueEFFICIENCY AMG   ; 2011   ; LPG & Benzin   ; Otomatik   ; 1401 - 1600 cm3   ; 151 - 175 HP   ;212000; 09 Kasım 2020   ;215000
 Mercedes - Benz   ; C   ; C 180 BlueEFFICIENCY AMG   ; 2013   ; Benzin   ; Yarı Otomatik   ; 1401 - 1600 cm3   ; 151 - 175 HP   ;105000; 09 Kasım 2020   ;300000
 Mercedes - Benz   ; C   ; C 180 AMG 7G-Tronic   ; 2013   ; Benzin   ; Otomatik   ; 1401 - 1600 cm3   ; 151 - 175 HP   ;127000; 09 Kasım 2020   ;282000
 Mercedes - Benz   ; C   ; C 180 Kompressor BlueEFFICIENCY AMG   ; 2011   ; LPG & Benzin   ; Otomatik   ; 1597 cc   ; 156 hp   ;153000; 09 Kasım 2020   ;246750
 Mercedes - Benz   ; C   ; C 180 Kompressor BlueEfficiency Avantgard   ; 2012   ; Benzin   ; Yarı Otomatik   ; 1401 - 1600 cm3   ; 151 - 175 HP   ;139000; 09 Kasım 2020   ;252000
 Mercedes - Benz   ; CLK   ; CLK 200 Kompressor Avantgarde   ; 2000   ; LPG & Benzin   ; Otomatik   ; 1998 cc   ; 163 hp   ;230000; 09 Kasım 2020   ;105000
 Mercedes - Benz   ; C   ; C 180 BlueEFFICIENCY Fascination   ; 2012   ; LPG & Benzin   ; Otomatik   ; 1595 cc   ; 156 hp   ;120000; 09 Kasım 2020   ;292000
 Mercedes - Benz   ; S   ; 320   ; 1994   ; LPG & Benzin   ; Otomatik   ; 3199 cc   ; 231 hp   ;410000; 09 Kasım 2020   ;105000
 Mercedes - Benz   ; E   ; 250 D   ; 1993   ; Dizel   ; Düz   ; 2497 cc   ; 94 hp   ;397000; 09 Kasım 2020   ;95000
 Mercedes - Benz   ; CLA   ; 200 Urban   ; 2013   ; Benzin   ; Yarı Otomatik   ; 1401 - 1600 cm3   ; 151 - 175 HP   ;103000; 09 Kasım 2020   ;320000
 Mercedes - Benz   ; A   ; A 160 Elegance   ; 2001   ; Benzin   ; Otomatik   ; 1598 cc   ; 102 hp   ;98500; 09 Kasım 2020   ;94900
 Mercedes - Benz   ; C   ; C 180 AMG 7G-Tronic   ; 2013   ; Benzin   ; Otomatik   ; 1401 - 1600 cm3   ; 151 - 175 HP   ;137000; 09 Kasım 2020   ;285750
 Mercedes - Benz   ; E   ; 200 CDI Avantgarde   ; 2012   ; Dizel   ; Yarı Otomatik   ; 2001 - 2500 cm3   ; 126 - 150 HP   ;195000; 09 Kasım 2020   ;330750
 Mercedes - Benz   ; E   ; 220 D AMG   ; 2017   ; Dizel   ; Otomatik   ; 1950 cc   ; 194 hp   ;34000; 09 Kasım 2020   ;1150000
 Mercedes - Benz   ; C   ; C 200 BlueTEC AMG   ; 2016   ; Dizel   ; Otomatik   ; 1598 cc   ; 136 hp   ;90000; 09 Kasım 2020   ;467000
 Mercedes - Benz   ; E   ; 320 Avantgarde   ; 2001   ; LPG & Benzin   ; Otomatik   ; 3199 cc   ; 224 hp   ;432000; 09 Kasım 2020   ;140000
 Mercedes - Benz   ; E   ; 180 Premium   ; 2013   ; Benzin   ; Otomatik   ; 1595 cc   ; 156 hp   ;157000; 09 Kasım 2020   ;404000
 Mercedes - Benz   ; E   ; 200   ; 1990   ; LPG & Benzin   ; Düz   ; 1801 - 2000 cm3   ; 101 - 125 HP   ;496000; 09 Kasım 2020   ;55750
 Mercedes - Benz   ; C   ; C 180 Kompressor BlueEfficiency Avantgard   ; 2011   ; Benzin   ; Yarı Otomatik   ; 1401 - 1600 cm3   ; 151 - 175 HP   ;178000; 09 Kasım 2020   ;260000
 Mercedes - Benz   ; C   ; C 180 Kompressor BlueEfficiency Avantgard   ; 2011   ; Benzin   ; Otomatik   ; 1597 cc   ; 156 hp   ;170243; 09 Kasım 2020   ;185000
 Mercedes - Benz   ; C   ; C 180 BlueEFFICIENCY Fascination   ; 2013   ; Benzin   ; Yarı Otomatik   ; 1401 - 1600 cm3   ; 151 - 175 HP   ;85000; 09 Kasım 2020   ;303000
 Mercedes - Benz   ; E   ; 220 CDI Avantgarde   ; 2007   ; Dizel   ; Yarı Otomatik   ; 2001 - 2500 cm3   ; 151 - 175 HP   ;337000; 09 Kasım 2020   ;241500
 Mercedes - Benz   ; E   ; 220 CDI Avantgarde   ; 2008   ; Dizel   ; Yarı Otomatik   ; 2001 - 2500 cm3   ; 151 - 175 HP   ;363000; 09 Kasım 2020   ;266750
 Mercedes - Benz   ; E   ; 200 Kompressor Avantgarde   ; 1998   ; LPG & Benzin   ; Otomatik   ; 1801 - 2000 cm3   ; 176 - 200 HP   ;332000; 09 Kasım 2020   ;160750
 Mercedes - Benz   ; E   ; 200 Elegance   ; 2000   ; LPG & Benzin   ; Otomatik   ; 1998 cc   ; 136 hp   ;318000; 09 Kasım 2020   ;105000
 Mercedes - Benz   ; B   ; B 180 Progressive   ; 2020   ; Benzin   ; Yarı Otomatik   ; 1332 cc   ; 136 hp   ;24309; 09 Kasım 2020   ;430000
 Mercedes - Benz   ; C   ; C 180 Kompressor BlueEfficiency Avantgard   ; 2012   ; LPG & Benzin   ; Yarı Otomatik   ; 1401 - 1600 cm3   ; 151 - 175 HP   ;175000; 09 Kasım 2020   ;205000
 Mercedes - Benz   ; C   ; C 180 AMG 7G-Tronic   ; 2012   ; Benzin   ; Otomatik   ; 1796 cc   ; 156 hp   ;185000; 09 Kasım 2020   ;260000
 Mercedes - Benz   ; A   ; A 200 Elegance   ; 2005   ; Benzin   ; Otomatik   ; 1801 - 2000 cm3   ; 151 - 175 HP   ;121000; 17 Kasım 2020   ;125000
 Mercedes - Benz   ; C   ; C 180 Kompressor Avantgarde   ; 2006   ; Benzin   ; Otomatik   ; 1796 cc   ; 143 hp   ;200000; 09 Kasım 2020   ;155000
 Mercedes - Benz   ; CLA   ; 200 Urban   ; 2013   ; Benzin   ; Otomatik   ; 1595 cc   ; 156 hp   ;160000; 09 Kasım 2020   ;305000
 Mercedes - Benz   ; CLA   ; 180 D AMG   ; 2017   ; Dizel   ; Otomatik   ; 1461 cc   ; 109 hp   ;26000; 09 Kasım 2020   ;439500
 Mercedes - Benz   ; E   ; 270 CDI Avantgarde   ; 2004   ; Dizel   ; Yarı Otomatik   ; 2501 - 3000 cm3   ; 176 - 200 HP   ;291000; 09 Kasım 2020   ;175000
 Mercedes - Benz   ; E   ; 270 CDI Avantgarde   ; 2004   ; Dizel   ; Otomatik   ; 2685 cc   ; 177 hp   ;530000; 09 Kasım 2020   ;155000
 Mercedes - Benz   ; CLK   ; CLK 200 Kompressor Avantgarde   ; 2000   ; LPG & Benzin   ; Otomatik   ; 1998 cc   ; 163 hp   ;425000; 09 Kasım 2020   ;90000
 Mercedes - Benz   ; E   ; 220 CDI BlueEFFICIENCY   ; 2011   ; Dizel   ; Yarı Otomatik   ; 2001 - 2500 cm3   ; 151 - 175 HP   ;143000; 09 Kasım 2020   ;348750
 Mercedes - Benz   ; S   ; 320 320 CDI   ; 2005   ; Dizel   ; Otomatik   ; 3222 cc   ; 204 hp   ;298000; 09 Kasım 2020   ;248750
 Mercedes - Benz   ; CLA   ; 180 D AMG   ; 2015   ; Dizel   ; Yarı Otomatik   ; 1401 - 1600 cm3   ; 101 - 125 HP   ;165000; 09 Kasım 2020   ;317500
 Mercedes - Benz   ; CLS   ; 350   ; 2005   ; Benzin   ; Otomatik   ; 3498 cc   ; 272 hp   ;258400; 09 Kasım 2020   ;243500
 Mercedes - Benz   ; C   ; C 180 Kompressor BlueEFFICIENCY AMG   ; 2011   ; LPG & Benzin   ; Otomatik   ; 1401 - 1600 cm3   ; 151 - 175 HP   ;134000; 09 Kasım 2020   ;259000
 Mercedes - Benz   ; C   ; C 180 BlueEFFICIENCY Avantgarde   ; 2011   ; Benzin   ; Yarı Otomatik   ; 1601 - 1800 cm3   ; 151 - 175 HP   ;200000; 09 Kasım 2020   ;255000
 Mercedes - Benz   ; C   ; C 180 Kompressor Avantgarde   ; 2006   ; LPG & Benzin   ; Otomatik   ; 1796 cc   ; 143 hp   ;200000; 09 Kasım 2020   ;183500
 Mercedes - Benz   ; E   ; 180 Elite   ; 2015   ; Benzin   ; Yarı Otomatik   ; 1401 - 1600 cm3   ; 151 - 175 HP   ;73000; 09 Kasım 2020   ;455000
 Mercedes - Benz   ; E   ; 220 CDI Avantgarde   ; 2007   ; Dizel   ; Yarı Otomatik   ; 2001 - 2500 cm3   ; 151 - 175 HP   ;293000; 09 Kasım 2020   ;218000
 Mercedes - Benz   ; CLK   ; CLK 320 Elegance   ; 1998   ; LPG & Benzin   ; Otomatik   ; 3199 cc   ; 218 hp   ;282000; 09 Kasım 2020   ;90000
 Mercedes - Benz   ; E   ; 200 Elegance   ; 1996   ; LPG & Benzin   ; Otomatik   ; 2001 - 2500 cm3   ; 126 - 150 HP   ;355000; 09 Kasım 2020   ;96000
 Mercedes - Benz   ; CLA   ; 200 AMG   ; 2013   ; Benzin   ; Otomatik   ; 1595 cc   ; 156 hp   ;140000; 09 Kasım 2020   ;314750
 Mercedes - Benz   ; C   ; C 180 BlueEFFICIENCY AMG   ; 2013   ; Benzin   ; Yarı Otomatik   ; 1401 - 1600 cm3   ; 151 - 175 HP   ;69250; 09 Kasım 2020   ;318000
 Mercedes - Benz   ; E   ; 250 CGI AMG Premium   ; 2011   ; Benzin   ; Otomatik   ; 1796 cc   ; 204 hp   ;185000; 09 Kasım 2020   ;345000
 Mercedes - Benz   ; E   ; 200 Kompressor Avantgarde   ; 2000   ; LPG & Benzin   ; Otomatik   ; 1998 cc   ; 163 hp   ;365000; 09 Kasım 2020   ;155000
 Mercedes - Benz   ; C   ; C 180 AMG 7G-Tronic   ; 2016   ; Benzin   ; Otomatik   ; 1595 cc   ; 156 hp   ;43000; 09 Kasım 2020   ;465000
 Mercedes - Benz   ; CLA   ; 200 Urban   ; 2013   ; Benzin   ; Yarı Otomatik   ; 1601 - 1800 cm3   ; 151 - 175 HP   ;135000; 09 Kasım 2020   ;345000
 Mercedes - Benz   ; E   ; 200 Elegance   ; 1996   ; LPG & Benzin   ; Düz   ; 1998 cc   ; 136 hp   ;290000; 09 Kasım 2020   ;97500
 Mercedes - Benz   ; C   ; C 200 BlueTEC AMG   ; 2016   ; Dizel   ; Otomatik   ; 1598 cc   ; 136 hp   ;114000; 09 Kasım 2020   ;399000
 Mercedes - Benz   ; A   ; A 180 d AMG   ; 2017   ; Dizel   ; Yarı Otomatik   ; 1401 - 1600 cm3   ; 101 - 125 HP   ;88000; 09 Kasım 2020   ;333000
 Mercedes - Benz   ; C   ; C 180 Kompressor BlueEFFICIENCY AMG   ; 2010   ; Benzin   ; Otomatik   ; 1597 cc   ; 156 hp   ;170000; 09 Kasım 2020   ;183000
 Mercedes - Benz   ; A   ; A 200 BlueEFFICIENCY AMG Sport   ; 2016   ; Benzin   ; Yarı Otomatik   ; 1595 cc   ; 156 hp   ;70000; 09 Kasım 2020   ;340000
 Mercedes - Benz   ; CLC   ; 160 BlueEFFICIENCY   ; 2010   ; Benzin   ; Otomatik   ; 1597 cc   ; 129 hp   ;138000; 09 Kasım 2020   ;135500
 Mercedes - Benz   ; CLK   ; CLK 200 Kompressor Avantgarde   ; 2003   ; Benzin   ; Yarı Otomatik   ; 1998 cc   ; 163 hp   ;307000; 09 Kasım 2020   ;165000
 Mercedes - Benz   ; B   ; B 180 BlueEFFICIENCY Style   ; 2013   ; Benzin   ; Yarı Otomatik   ; 1595 cc   ; 122 hp   ;83000; 09 Kasım 2020   ;195000
 Mercedes - Benz   ; C   ; C 180 Kompressor BlueEfficiency Luxury   ; 2010   ; LPG & Benzin   ; Otomatik   ; 1597 cc   ; 156 hp   ;176000; 09 Kasım 2020   ;235000
 Mercedes - Benz   ; 190   ; 190 E 2.0   ; 1990   ; LPG & Benzin   ; Düz   ; 1997 cc   ; 123 hp   ;290000; 09 Kasım 2020   ;46500
 Mercedes - Benz   ; E   ; 200 Kompressor Avantgarde   ; 2000   ; LPG & Benzin   ; Otomatik   ; 1998 cc   ; 186 hp   ;100000; 09 Kasım 2020   ;145000
 Mercedes - Benz   ; E   ; 200 Elegance   ; 1997   ; LPG & Benzin   ; Otomatik   ; 1998 cc   ; 136 hp   ;370000; 09 Kasım 2020   ;96500
 Mercedes - Benz   ; C   ; C 200 d BlueTEC AMG   ; 2015   ; Dizel   ; Otomatik   ; 1598 cc   ; 136 hp   ;89758; 09 Kasım 2020   ;422500
 Mercedes - Benz   ; C   ; C 230 Avantgarde   ; 2006   ; Benzin   ; Otomatik   ; 2496 cc   ; 204 hp   ;189000; 09 Kasım 2020   ;192000
 Mercedes - Benz   ; E   ; 200 Kompressor Avantgarde   ; 2004   ; LPG & Benzin   ; Otomatik   ; 1796 cc   ; 163 hp   ;400000; 09 Kasım 2020   ;185000
 Mercedes - Benz   ; E   ; 200 Kompressor Classic   ; 2004   ; Benzin   ; Otomatik   ; 1796 cc   ; 163 hp   ;190861; 09 Kasım 2020   ;220000
 Mercedes - Benz   ; A   ; A 180 CDI BlueEFFICIENCY Style   ; 2016   ; Dizel   ; Yarı Otomatik   ; 1401 - 1600 cm3   ; 101 - 125 HP   ;37000; 09 Kasım 2020   ;290000
 Mercedes - Benz   ; B   ; B 180 BlueEFFICIENCY Sport   ; 2013   ; Benzin   ; Yarı Otomatik   ; 1595 cc   ; 122 hp   ;99000; 09 Kasım 2020   ;247500
 Mercedes - Benz   ; C   ; C 180 Kompressor BlueEfficiency Fascination   ; 2010   ; Benzin   ; Otomatik   ; 1597 cc   ; 156 hp   ;157000; 09 Kasım 2020   ;200000
 Mercedes - Benz   ; C   ; C 200 d BlueTEC AMG   ; 2017   ; Dizel   ; Otomatik   ; 1598 cc   ; 136 hp   ;56000; 09 Kasım 2020   ;380000
 Mercedes - Benz   ; CLA   ; 180 D AMG   ; 2018   ; Dizel   ; Otomatik   ; 1461 cc   ; 109 hp   ;35000; 09 Kasım 2020   ;438000
 Mercedes - Benz   ; 200   ; D   ; 1986   ; Dizel   ; Düz   ; 1997 cc   ; 75 hp   ;245000; 09 Kasım 2020   ;48000
 Mercedes - Benz   ; A   ; A 180 CDI BlueEFFICIENCY Style   ; 2017   ; Dizel   ; Yarı Otomatik   ; 1461 cc   ; 109 hp   ;57000; 09 Kasım 2020   ;285000
 Mercedes - Benz   ; C   ; C 180 Esprit   ; 1995   ; LPG & Benzin   ; Düz   ; 1799 cc   ; 122 hp   ;275000; 09 Kasım 2020   ;60500
 Mercedes - Benz   ; 200   ; D   ; 1986   ; Dizel   ; Otomatik   ; 2501 - 3000 cm3   ; 76 - 100 HP   ;287000; 09 Kasım 2020   ;101500
 Mercedes - Benz   ; C   ; C 200 d BlueTEC AMG   ; 2016   ; Dizel   ; Otomatik   ; 1598 cc   ; 136 hp   ;92000; 09 Kasım 2020   ;448000
 Mercedes - Benz   ; E   ; 250 CGI AMG   ; 2013   ; Benzin   ; Otomatik   ; 1796 cc   ; 204 hp   ;52000; 09 Kasım 2020   ;470000
 Mercedes - Benz   ; E   ; 220 D Premium   ; 2017   ; Dizel   ; Otomatik   ; 1950 cc   ; 194 hp   ;64000; 09 Kasım 2020   ;894000
 Mercedes - Benz   ; C   ; C 180 Kompressor BlueEfficiency Avantgard   ; 2011   ; Benzin   ; Otomatik   ; 1401 - 1600 cm3   ; 151 - 175 HP   ;150000; 09 Kasım 2020   ;235000
 Mercedes - Benz   ; 300   ; D   ; 1988   ; Dizel   ; Düz   ; 2501 - 3000 cm3   ; 151 - 175 HP   ;337000; 09 Kasım 2020   ;62500
 Mercedes - Benz   ; C   ; C 200 BlueTEC AMG   ; 2017   ; Dizel   ; Otomatik   ; 1598 cc   ; 136 hp   ;85000; 09 Kasım 2020   ;465000
 Mercedes - Benz   ; C   ; C 200 Kompressor Elegance   ; 2008   ; Benzin   ; Otomatik   ; 1796 cc   ; 184 hp   ;156000; 09 Kasım 2020   ;208500
 Mercedes - Benz   ; C   ; C 180 AMG 7G-Tronic   ; 2012   ; Benzin   ; Otomatik   ; 1796 cc   ; 156 hp   ;208000; 09 Kasım 2020   ;249500
 Mercedes - Benz   ; CL   ; 500   ; 2010   ; Benzin   ; Yarı Otomatik   ; 5001 - 5500 cm3   ; 376 - 400 HP   ;320000; 09 Kasım 2020   ;790000
 Mercedes - Benz   ; C   ; C 180 Kompressor BlueEFFICIENCY AMG   ; 2010   ; LPG & Benzin   ; Otomatik   ; 1597 cc   ; 156 hp   ;280000; 09 Kasım 2020   ;199000
 Mercedes - Benz   ; CLA   ; 200 AMG   ; 2015   ; Benzin   ; Yarı Otomatik   ; 1401 - 1600 cm3   ; 151 - 175 HP   ;57000; 09 Kasım 2020   ;349500
 Mercedes - Benz   ; A   ; A 170 CDI Classic   ; 2001   ; Dizel   ; Düz   ; 1689 cc   ; 95 hp   ;273000; 09 Kasım 2020   ;67500
 Mercedes - Benz   ; S   ; 500 500 L   ; 2004   ; Benzin   ; Otomatik   ; 4966 cc   ; 306 hp   ;247000; 09 Kasım 2020   ;389000
 Mercedes - Benz   ; C   ; C 180 Kompressor BlueEFFICIENCY AMG   ; 2011   ; LPG & Benzin   ; Otomatik   ; 1401 - 1600 cm3   ; 151 - 175 HP   ;169000; 09 Kasım 2020   ;229750
 Mercedes - Benz   ; CLS   ; 350 CDI AMG   ; 2014   ; Dizel   ; Yarı Otomatik   ; 2501 - 3000 cm3   ; 251 - 275 HP   ;144200; 08 Kasım 2020   ;805000
 Mercedes - Benz   ; C   ; C 200 Kompressor Elegance   ; 2002   ; LPG & Benzin   ; Yarı Otomatik   ; 1601 - 1800 cm3   ; 151 - 175 HP   ;149600; 08 Kasım 2020   ;152000
 Mercedes - Benz   ; E   ; 220 CDI BlueEFFICIENCY   ; 2011   ; Dizel   ; Yarı Otomatik   ; 2001 - 2500 cm3   ; 151 - 175 HP   ;264000; 08 Kasım 2020   ;332500
 Mercedes - Benz   ; C   ; C 180 AMG 7G-Tronic   ; 2016   ; Benzin   ; Otomatik   ; 1595 cc   ; 156 hp   ;65000; 08 Kasım 2020   ;413900
 Mercedes - Benz   ; E   ; 250 BlueTEC Elite   ; 2013   ; Benzin   ; Yarı Otomatik   ; 1801 - 2000 cm3   ; 201 - 225 HP   ;155000; 08 Kasım 2020   ;419850
 Mercedes - Benz   ; E   ; 200 d Exclusive   ; 2020   ; Dizel   ; Otomatik   ; 1401 - 1600 cm3   ; 151 - 175 HP   ;5850; 08 Kasım 2020   ;870000
 Mercedes - Benz   ; C   ; C 200 BlueTEC AMG   ; 2017   ; Dizel   ; Otomatik   ; 1598 cc   ; 136 hp   ;61000; 08 Kasım 2020   ;480000
 Mercedes - Benz   ; 230   ; E   ; 1987   ; LPG & Benzin   ; Düz   ; 2299 cc   ; 132 hp   ;167000; 08 Kasım 2020   ;60000
 Mercedes - Benz   ; C   ; C 180 Kompressor BlueEFFICIENCY AMG   ; 2009   ; LPG & Benzin   ; Otomatik   ; 1597 cc   ; 156 hp   ;198000; 08 Kasım 2020   ;232000
 Mercedes - Benz   ; C   ; C 180 Avantgarde   ; 2011   ; Benzin   ; Otomatik   ; 1796 cc   ; 156 hp   ;120000; 08 Kasım 2020   ;235000
 Mercedes - Benz   ; B   ; B 150 150   ; 2007   ; LPG & Benzin   ; Otomatik   ; 1498 cc   ; 95 hp   ;115000; 08 Kasım 2020   ;139000
 Mercedes - Benz   ; E   ; 200   ; 1986   ; LPG & Benzin   ; Otomatik   ; 1801 - 2000 cm3   ; 76 - 100 HP   ;141000; 08 Kasım 2020   ;40000
 Mercedes - Benz   ; E   ; 200   ; 1994   ; LPG & Benzin   ; Düz   ; 1997 cc   ; 136 hp   ;317000; 08 Kasım 2020   ;69000
 Mercedes - Benz   ; C   ; C 200 d BlueTEC Fascination   ; 2016   ; Dizel   ; Otomatik   ; 1598 cc   ; 136 hp   ;84000; 08 Kasım 2020   ;375000
 Mercedes - Benz   ; B   ; B 200 CDI 200 CDI   ; 2005   ; Dizel   ; Düz   ; 1991 cc   ; 140 hp   ;214000; 08 Kasım 2020   ;47000
 Mercedes - Benz   ; C   ; C 220 CDI Elegance   ; 2009   ; Dizel   ; Otomatik   ; 2148 cc   ; 170 hp   ;270000; 08 Kasım 2020   ;180000
 Mercedes - Benz   ; E   ; 320 Avantgarde   ; 2003   ; LPG & Benzin   ; Otomatik   ; 3001 - 3500 cm3   ; 201 - 225 HP   ;327000; 08 Kasım 2020   ;202500
 Mercedes - Benz   ; CLA   ; 200 AMG   ; 2016   ; Benzin   ; Otomatik   ; 1595 cc   ; 156 hp   ;110000; 08 Kasım 2020   ;380000
 Mercedes - Benz   ; E   ; 200 Elegance   ; 1995   ; LPG & Benzin   ; Düz   ; 1998 cc   ; 136 hp   ;378000; 08 Kasım 2020   ;84500
 Mercedes - Benz   ; 300   ; SEL   ; 1992   ; LPG & Benzin   ; Otomatik   ; 2001 - 2500 cm3   ; 176 - 200 HP   ;373000; 08 Kasım 2020   ;78750
 Mercedes - Benz   ; B   ; B 150 Boyut   ; 2008   ; Benzin   ; Otomatik   ; 1498 cc   ; 95 hp   ;152000; 08 Kasım 2020   ;127500
 Mercedes - Benz   ; B   ; B 180 BlueEFFICIENCY Elite   ; 2012   ; Benzin   ; Düz   ; 1595 cc   ; 122 hp   ;90000; 08 Kasım 2020   ;189000
 Mercedes - Benz   ; 300   ; D   ; 1988   ; Dizel   ; Düz   ; 2501 - 3000 cm3   ; 151 - 175 HP   ;338000; 08 Kasım 2020   ;60000
 Mercedes - Benz   ; CLA   ; 180 CDI AMG   ; 2014   ; Dizel   ; Otomatik   ; 1462 cc   ; 109 hp   ;79000; 08 Kasım 2020   ;350000
 Mercedes - Benz   ; E   ; 250 CGI AMG Premium   ; 2010   ; Benzin   ; Otomatik   ; 1601 - 1800 cm3   ; 201 - 225 HP   ;240852; 08 Kasım 2020   ;342500
 Mercedes - Benz   ; C   ; C 200 BlueTEC AMG   ; 2016   ; Dizel   ; Otomatik   ; 1598 cc   ; 136 hp   ;142000; 18 Kasım 2020   ;478000
 Mercedes - Benz   ; E   ; 180 Elite   ; 2015   ; Benzin   ; Yarı Otomatik   ; 1401 - 1600 cm3   ; 151 - 175 HP   ;93578; 08 Kasım 2020   ;489750
 Mercedes - Benz   ; B   ; B 150 150   ; 2008   ; Benzin   ; Yarı Otomatik   ; 1401 - 1600 cm3   ; 76 - 100 HP   ;207000; 08 Kasım 2020   ;131500
 Mercedes - Benz   ; 280   ; SE   ; 1982   ; LPG & Benzin   ; Düz   ; 2501 - 3000 cm3   ; 176 - 200 HP   ;177777; 08 Kasım 2020   ;29750
 Mercedes - Benz   ; 230   ; E   ; 1986   ; LPG & Benzin   ; Düz   ; 2299 cc   ; 132 hp   ;177777; 08 Kasım 2020   ;37750
 Mercedes - Benz   ; E   ; 200 Elegance   ; 1996   ; LPG & Benzin   ; Düz   ; 1998 cc   ; 136 hp   ;432000; 08 Kasım 2020   ;87500
 Mercedes - Benz   ; E   ; 320 Elegance   ; 1997   ; LPG & Benzin   ; Otomatik   ; 3199 cc   ; 224 hp   ;395000; 08 Kasım 2020   ;98000
 Mercedes - Benz   ; 200   ; E   ; 1990   ; LPG & Benzin   ; Düz   ; 1997 cc   ; 118 hp   ;431000; 08 Kasım 2020   ;49500
 Mercedes - Benz   ; C   ; C 180 Kompressor BlueEfficiency Start   ; 2012   ; Benzin   ; Otomatik   ; 1597 cc   ; 156 hp   ;140000; 08 Kasım 2020   ;190000
 Mercedes - Benz   ; E   ; 270 CDI Avantgarde   ; 2003   ; Dizel   ; Otomatik   ; 2685 cc   ; 177 hp   ;256000; 08 Kasım 2020   ;185000
 Mercedes - Benz   ; CLK   ; CLK 200 Kompressor Elegance   ; 1999   ; LPG & Benzin   ; Düz   ; 1998 cc   ; 192 hp   ;297000; 08 Kasım 2020   ;120000
 Mercedes - Benz   ; S   ; 320   ; 1995   ; LPG & Benzin   ; Otomatik   ; 3199 cc   ; 231 hp   ;465000; 08 Kasım 2020   ;167000
 Mercedes - Benz   ; E   ; 180 AMG   ; 2016   ; Benzin   ; Otomatik   ; 1595 cc   ; 156 hp   ;90000; 08 Kasım 2020   ;540000
 Mercedes - Benz   ; C   ; C 180 AMG 7G-Tronic   ; 2016   ; Benzin   ; Otomatik   ; 1595 cc   ; 156 hp   ;58000; 08 Kasım 2020   ;444000
 Mercedes - Benz   ; S   ; 350 350 L BlueTEC   ; 2015   ; Dizel   ; Yarı Otomatik   ; 2501 - 3000 cm3   ; 251 - 275 HP   ;117000; 08 Kasım 2020   ;1909000
 Mercedes - Benz   ; S   ; 400 Sport   ; 2016   ; Benzin   ; Yarı Otomatik   ; 2501 - 3000 cm3   ; 351 - 375 HP   ;93000; 08 Kasım 2020   ;2179000
 Mercedes - Benz   ; E   ; 200 Kompressor Avantgarde   ; 2008   ; LPG & Benzin   ; Otomatik   ; 1796 cc   ; 184 hp   ;310000; 08 Kasım 2020   ;248000
 Mercedes - Benz   ; E   ; 180 Edition E   ; 2016   ; Benzin   ; Yarı Otomatik   ; 1401 - 1600 cm3   ; 151 - 175 HP   ;79000; 08 Kasım 2020   ;505000
 Mercedes - Benz   ; A   ; A 180 BlueEFFICIENCY Urban   ; 2016   ; Dizel   ; Otomatik   ; 1401 - 1600 cm3   ; 101 - 125 HP   ;75000; 08 Kasım 2020   ;313000
 Mercedes - Benz   ; CLS   ; 350 D AMG   ; 2015   ; Dizel   ; Otomatik   ; 2501 - 3000 cm3   ; 251 - 275 HP   ;106210; 08 Kasım 2020   ;1085000
 Mercedes - Benz   ; S   ; 350 350 L   ; 2007   ; Benzin   ; Otomatik   ; 3001 - 3500 cm3   ; 251 - 275 HP   ;280000; 08 Kasım 2020   ;447500
 Mercedes - Benz   ; C   ; C 180 Kompressor BlueEFFICIENCY AMG   ; 2010   ; LPG & Benzin   ; Otomatik   ; 1597 cc   ; 156 hp   ;121000; 08 Kasım 2020   ;245000
 Opel   ; Astra   ; 1.6 Enjoy   ; 2004   ; LPG & Benzin   ; Düz   ; 1598 cc   ; 105 hp   ;218000; 17 Kasım 2020   ;70000
 Opel   ; Astra   ; 1.6 CDTI Sport   ; 2016   ; Dizel   ; Otomatik   ; 1598 cc   ; 136 hp   ;72500; 17 Kasım 2020   ;176500
 Opel   ; Astra   ; 1.4 Essentia   ; 2011   ; Benzin   ; Düz   ; 1364 cc   ; 90 hp   ;122000; 17 Kasım 2020   ;106500
 Opel   ; Corsa   ; 1.3 CDTI Essentia   ; 2012   ; Dizel   ; Düz   ; 1248 cc   ; 75 hp   ;200000; 17 Kasım 2020   ;90000
 Opel   ; Astra   ; 1.6 Elegance   ; 2003   ; LPG & Benzin   ; Düz   ; 1598 cc   ; 103 hp   ;223500; 17 Kasım 2020   ;77500
